path,classification,lines,words,sha256,identical_content_files,proposed_action,proposed_target,retention_or_review_note
Apps-wt-meerkat-plan59/modules/words/CLAUDE.md,worktree,59,381,48ac483c40afb9c046a7d2bac9dd254e176973d88b35bcb1ab89fedef6f359d4,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/words/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
Apps-wt-meerkat-plan59/modules/workouts/CLAUDE.md,worktree,119,1163,010f0c0588d79171c13e3ee2007faeca9808fa53e4a01e820912887bb40d2025,8,Reconcile through owning branch; no bulk rewrite,MyLife/modules/workouts/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
Apps-wt-meerkat-plan59/packages/meerkat-relay/CLAUDE.md,worktree,319,3253,3e5dd2c145200d2233debeeb8ebf3cd0eff81ed0f13fc8e378d5bd4aa38d6aad,6,Reconcile through owning branch; no bulk rewrite,MyLife/packages/meerkat-relay/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
Apps-wt-meerkat-plan59/packages/restaurant-saas/CLAUDE.md,worktree,92,406,3c3c2bf0a5031f65151308584735a3949c1bff4a9a360211d44d7785a8e62a6c,6,Reconcile through owning branch; no bulk rewrite,MyLife/packages/restaurant-saas/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
Apps-wt-meerkat-plan59/packages/sync/CLAUDE.md,worktree,70,555,b3f74798f8fddf9d0ae210ebff7febd56415a769c5b283102c7598d9897d2aad,6,Reconcile through owning branch; no bulk rewrite,MyLife/packages/sync/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
Arena/.claude/agents/AGENTS.md,primary,28,163,b566276cf220d1467b6faedd5094d916677bc0292fa6e6ea94924534805d38f2,1,Retire duplicate agent-guidelines file,Arena/AGENTS.md,"Consolidate scheduling preference; root allows time estimates when user asks, nested file prohibits them absolutely. Keep product constraint at root."
Arena/AGENTS.md,primary,117,852,1f7eb1c8568149eb67ec13c2dbb1115c529cb3a01746a5165fbd62239706f86c,1,Reduce canonical shared instructions,Arena/AGENTS.md,"Keep Forest Rascals identity, authoritative combat/data, Meshy cap, one task-owned heavy process, build evidence. Move UE manual to docs."
Arena/CLAUDE.md,primary,269,1831,f08c737216b4df4aa56b78473fc27d9177db51fcbfee83f6476f7d3b789ce08b,1,Transfer retained constraints to shared AGENTS.md; replace with import,Arena/AGENTS.md,"Keep Forest Rascals identity, authoritative combat/data, Meshy cap, one task-owned heavy process, build evidence. Move UE manual to docs."
Arena/WoW/AzerothCore/CLAUDE.md,upstream/reference,126,691,3ce93c033adbca57c6b9cba6b40d1e3afd9c98d8549693c70501a6bd8ab3fa0a,1,Preserve upstream instructions; exclude from application reset,Arena/WoW/AzerothCore/CLAUDE.md,"This is a tool/plugin/upstream development reference, not a reason to mandate its workflow in every app. Remove compulsory parent invocation separately."
BestChef/CLAUDE.md,primary,69,318,d5b85d675bc7906ba95ccedf869fbebceae9b1240c7afe81cf9569c61da825cf,1,Transfer retained constraints to shared AGENTS.md; replace with import,BestChef/AGENTS.md,Verify the purpose of this root checkout relative to canonical MyLife/apps/bestchef; keep only local constraints and correct checks.
CLAUDE.md,primary,21,113,8af417c8944bbd1c47f72cb51dacb448f671b297f934eb2458bc96e8b3edcbfc,1,Replace with @AGENTS.md only,AGENTS.md,"Keep workspace exclusion, repository/directory boundaries, concurrent-session care and concise human instruction preference. Remove catalogs and forced question/insight/team behavior."
FlashCards/AGENTS.md,primary,48,304,d41412dd9bbfedf094e2db06d00f339ea9a60dcace78a64d674ebe103784c661,1,Reduce canonical shared instructions,FlashCards/AGENTS.md,"Keep offline study, generated hanzi contract, append-only migrations, no nested transactions, tracked follow-up flash backport."
FlashCards/CLAUDE.md,primary,5,15,b28e66e156a87532cdacca210dff0b84f7677d5ca485bb8c2195bb4349633c95,1,Transfer retained constraints to shared AGENTS.md; replace with import,FlashCards/AGENTS.md,"Keep offline study, generated hanzi contract, append-only migrations, no nested transactions, tracked follow-up flash backport."
HawkVoice/CLAUDE.md,primary,272,1518,72ec61007ea1a39b34ed223eef2931f542f3d22cdd4b1d1081d1dd5fb812feae,1,Transfer retained constraints to shared AGENTS.md; replace with import,HawkVoice/AGENTS.md,"Keep on-device speech, non-focus-stealing overlay, IPC/Whisper initialization seams and Electron remote-content/native-build boundaries."
MMO/AGENTS.md,primary,120,1109,60e92d0b7f9ab8d6108d04a8dd814d48222a2eba1b07aba558c8c476c1b8c606,1,Reduce canonical shared instructions,MMO/AGENTS.md,"Keep deterministic sim, vendored dependencies, golden replays, ambient runtime probes, browser-inclusive verify gate, server authority. Retire pair mirroring."
MMO/CLAUDE.md,primary,120,1109,d1f5ee8371eb275b642316d4d03f7ba98f9f233bc0fcc8f649f2bca6f9889efb,1,Transfer retained constraints to shared AGENTS.md; replace with import,MMO/AGENTS.md,"Keep deterministic sim, vendored dependencies, golden replays, ambient runtime probes, browser-inclusive verify gate, server authority. Retire pair mirroring."
MyLife/.agents/skills/gstack/AGENTS.md,upstream/reference,49,411,a51aede57220121046392c57a603814ba3201884d321def6f8e693b0b9aa9028,7,Preserve upstream instructions; exclude from application reset,MyLife/.agents/skills/gstack/AGENTS.md,"This is a tool/plugin/upstream development reference, not a reason to mandate its workflow in every app. Remove compulsory parent invocation separately."
MyLife/.agents/skills/gstack/CLAUDE.md,upstream/reference,617,4782,cbaea66cae584258db8e37e2c09ac82a2a0de31b9543ce1e57ab74fb13dfe0f9,7,Preserve upstream instructions; exclude from application reset,MyLife/.agents/skills/gstack/CLAUDE.md,"This is a tool/plugin/upstream development reference, not a reason to mandate its workflow in every app. Remove compulsory parent invocation separately."
MyLife/.agents/skills/gstack/model-overlays/claude.md,upstream/reference,10,89,b975643f22bdcdba0bf2c383a4f57cf37582c90cf13b5ee0d4b83f0a5c35dff3,7,Preserve upstream instructions; exclude from application reset,MyLife/.agents/skills/gstack/model-overlays/claude.md,"This is a tool/plugin/upstream development reference, not a reason to mandate its workflow in every app. Remove compulsory parent invocation separately."
MyLife/.claude/rules/design-system.md,primary,30,206,01e528bda1abd9bfe1b86d9c280a7febc50e6dee08c8644c478dfd053b13bd7b,6,Migrate shared constraints and remove duplicated Claude-only rule,MyLife/AGENTS.md -> packages/ui/src/tokens,Preserve actual invariant in shared scope. Remove copied token/registry values or duplicated mesh prose; see hook/rule table in report.
MyLife/.claude/rules/mesh-sync.md,primary,21,309,c40aa16c1783ab6e3663ae4ff984690e459d2865bbc4ce4f88bee6e93b7357fd,6,Migrate shared constraints and remove duplicated Claude-only rule,MyLife/AGENTS.md and MyLife/packages/sync/AGENTS.md,Preserve actual invariant in shared scope. Remove copied token/registry values or duplicated mesh prose; see hook/rule table in report.
MyLife/.claude/rules/module-system.md,primary,41,329,33431d6297462d9de4370e05f8c4bd1f8f3aed3e4d8ce4628017f450ec694ba3,6,Migrate shared constraints and remove duplicated Claude-only rule,MyLife/modules/AGENTS.md,Preserve actual invariant in shared scope. Remove copied token/registry values or duplicated mesh prose; see hook/rule table in report.
MyLife/.claude/skills/gstack/AGENTS.md,upstream/reference,49,411,a51aede57220121046392c57a603814ba3201884d321def6f8e693b0b9aa9028,7,Preserve upstream instructions; exclude from application reset,MyLife/.claude/skills/gstack/AGENTS.md,"This is a tool/plugin/upstream development reference, not a reason to mandate its workflow in every app. Remove compulsory parent invocation separately."
MyLife/.claude/skills/gstack/CLAUDE.md,upstream/reference,617,4782,cbaea66cae584258db8e37e2c09ac82a2a0de31b9543ce1e57ab74fb13dfe0f9,7,Preserve upstream instructions; exclude from application reset,MyLife/.claude/skills/gstack/CLAUDE.md,"This is a tool/plugin/upstream development reference, not a reason to mandate its workflow in every app. Remove compulsory parent invocation separately."
MyLife/.claude/skills/gstack/model-overlays/claude.md,upstream/reference,10,89,b975643f22bdcdba0bf2c383a4f57cf37582c90cf13b5ee0d4b83f0a5c35dff3,7,Preserve upstream instructions; exclude from application reset,MyLife/.claude/skills/gstack/model-overlays/claude.md,"This is a tool/plugin/upstream development reference, not a reason to mandate its workflow in every app. Remove compulsory parent invocation separately."
MyLife/.claude/worktrees/meerkat-community-servers/.claude/rules/design-system.md,worktree,30,206,01e528bda1abd9bfe1b86d9c280a7febc50e6dee08c8644c478dfd053b13bd7b,6,Reconcile through owning branch; no bulk rewrite,MyLife/.claude/rules/design-system.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/.claude/rules/mesh-sync.md,worktree,21,309,c40aa16c1783ab6e3663ae4ff984690e459d2865bbc4ce4f88bee6e93b7357fd,6,Reconcile through owning branch; no bulk rewrite,MyLife/.claude/rules/mesh-sync.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/.claude/rules/module-system.md,worktree,41,329,33431d6297462d9de4370e05f8c4bd1f8f3aed3e4d8ce4628017f450ec694ba3,6,Reconcile through owning branch; no bulk rewrite,MyLife/.claude/rules/module-system.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/.claude/skills/gstack/AGENTS.md,worktree,49,411,a51aede57220121046392c57a603814ba3201884d321def6f8e693b0b9aa9028,7,Reconcile through owning branch; no bulk rewrite,MyLife/.claude/skills/gstack/AGENTS.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/.claude/skills/gstack/CLAUDE.md,worktree,617,4782,cbaea66cae584258db8e37e2c09ac82a2a0de31b9543ce1e57ab74fb13dfe0f9,7,Reconcile through owning branch; no bulk rewrite,MyLife/.claude/skills/gstack/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/.claude/skills/gstack/model-overlays/claude.md,worktree,10,89,b975643f22bdcdba0bf2c383a4f57cf37582c90cf13b5ee0d4b83f0a5c35dff3,7,Reconcile through owning branch; no bulk rewrite,MyLife/.claude/skills/gstack/model-overlays/claude.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/AGENTS.md,worktree,178,1923,fd235653e6919711cd3936c6bbfa6104af90900b2b5f18a8ab301afb19f16d8c,5,Reconcile through owning branch; no bulk rewrite,MyLife/AGENTS.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/CLAUDE.md,worktree,50,605,163d61a3b483303494b960529852cd4ff38bfdc79fcb72ce6f974234bcb83693,5,Reconcile through owning branch; no bulk rewrite,MyLife/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/apps/bestchef-console/CLAUDE.md,worktree,82,584,b82421488e66e77ee0ebdb0cd1cd8dd47a77a6fcee97243aac4f27c0b3d4be3a,6,Reconcile through owning branch; no bulk rewrite,MyLife/apps/bestchef-console/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/apps/bestchef/CLAUDE.md,worktree,152,1331,e31967228ce4694a860afad056116314456b303ccbd5c6055a1697d2b8309ed0,6,Reconcile through owning branch; no bulk rewrite,MyLife/apps/bestchef/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/apps/dowork/CLAUDE.md,worktree,184,1574,55b620ed1db1b72ad00ccc3fe798daddc93c80b25839e4d9e92f6d09e6313676,6,Reconcile through owning branch; no bulk rewrite,MyLife/apps/dowork/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/apps/manhattan/CLAUDE.md,worktree,68,538,793f043f6cd6bb46fbe459c4b1abc92918a5513b858017b4118c8b09d17d8bcb,6,Reconcile through owning branch; no bulk rewrite,MyLife/apps/manhattan/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/apps/meerkat/AGENTS.md,worktree,121,2579,75a415724e8b4fe846c9d11fbe2b4f53654f6b6421e5338508c7edc2d28887d7,3,Reconcile through owning branch; no bulk rewrite,MyLife/apps/meerkat/AGENTS.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/apps/meerkat/CLAUDE.md,worktree,1,1,336cc4fbf19beaada7ccf9986414fa91851a8d7a07dfb3ccbe800a69eed0ab49,8,Reconcile through owning branch; no bulk rewrite,MyLife/apps/meerkat/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/apps/mynews-console/CLAUDE.md,worktree,98,1066,deeb0522f18039f501ffc35969a286a3c4110fb287829e96ed759bdfd137814c,6,Reconcile through owning branch; no bulk rewrite,MyLife/apps/mynews-console/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/apps/mynews-web/CLAUDE.md,worktree,126,2759,f947d60ca8a9cf708a41daa7f897e9b46c7ceec89c94497dccb2f527e960a6e6,6,Reconcile through owning branch; no bulk rewrite,MyLife/apps/mynews-web/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/apps/mynews/CLAUDE.md,worktree,59,1735,15fd8ad48aad9d41056486704553d7972cd079c0eeb027cdc9d397de93df63a2,6,Reconcile through owning branch; no bulk rewrite,MyLife/apps/mynews/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/apps/yearn/AGENTS.md,worktree,35,253,fce739587a1647040efad83df98f419e60c5e3a6c4e6ffe8a118128c1bb3f22d,6,Reconcile through owning branch; no bulk rewrite,MyLife/apps/yearn/AGENTS.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/apps/yearn/CLAUDE.md,worktree,35,253,e7c346f7dbb9bb08e59077e79cf4b39e1cb46eadad6e85d4eb461d86fb5ca083,6,Reconcile through owning branch; no bulk rewrite,MyLife/apps/yearn/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/bestchef/CLAUDE.md,worktree,109,994,dc1c0a53da3bce8083eebcb7febb0548b51416627cb58b28b1eae893f1471099,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/bestchef/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/books/CLAUDE.md,worktree,115,962,91f3dc0757bcf48f51a32a66b88871d3001ba3e68968a96e0ad4aa82909b506a,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/books/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/budget/CLAUDE.md,worktree,74,544,beae8e612987b1d237a2063bdf666910c9a2caf268206598e729514f8b8d7c1b,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/budget/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/car/CLAUDE.md,worktree,100,800,ef9caa997520f177d2bddf0f382b57cfd648445add3dd43c35413c357fd2afaa,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/car/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/classes/CLAUDE.md,worktree,508,3840,51909a89aca6424648604077c769f6381b7ee4335df2474cf730d9d2b8fa13a0,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/classes/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/closet/CLAUDE.md,worktree,87,777,d4891b3fb3f24320c453aaa6594496ff22c2f41844995e071c3d90b15c110c86,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/closet/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/create/CLAUDE.md,worktree,41,190,3bc3551b7d815471bf5739c9a47bf966535f808a74ce4c3d1501eb99d002e6bc,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/create/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/cycle/CLAUDE.md,worktree,69,770,811a43bd730b2e58d14acf34db93b29448904d2ff01271e8ec6214dd3036b318,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/cycle/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/dining/CLAUDE.md,worktree,59,369,af10910785a85f3db8c746522eb40e4697b595ea4a81f1b4018cffc61122f011,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/dining/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/fast/CLAUDE.md,worktree,87,698,3d057d352293f97dd63074d4095253eb640d2cc583a5f218f6e65776aa3f3969,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/fast/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/flash/CLAUDE.md,worktree,66,710,2a165d86106abb2b608118e4871a94daf16e07d07ca1bc6a34d097ddb67e75d4,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/flash/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/forums/CLAUDE.md,worktree,64,497,7d278e22d9176be8219384c84b7dd6aad27c6dde6aae794dd8d9dd46280eaa70,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/forums/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/friends/CLAUDE.md,worktree,37,171,8af767024fce5a7c9ecbb649f8d52a3dfc1575e368afdbc10e36f1ce3d85a48b,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/friends/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/garden/CLAUDE.md,worktree,54,506,131bfa7fd90785dcb16ef3e7ff5cda22e9eb00dd6b0a1ec8f541086faa4ebe7b,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/garden/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/habits/CLAUDE.md,worktree,88,726,f541b8bd1fd9e5c1bd5a56600d5c54ba5a5a30a0b9516abb9322383b6f231505,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/habits/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/health/CLAUDE.md,worktree,106,951,ce204d3b2e48880fdd922ae306010f212b1942056bb969a51c905cdfd84d9ef3,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/health/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/homes/CLAUDE.md,worktree,63,516,72b079ca2ccc9d4d6ff95ca29ed59dbfe275ad3ce649bfa4593fce6a97eebcfb,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/homes/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/journal/CLAUDE.md,worktree,104,1278,9a61e08d19b009394751f93c7646a55c3ad7d5816a2ee00d5371308ce5b90e7e,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/journal/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/mail/CLAUDE.md,worktree,46,421,6e698767a37401adc9177e35f6c06d26708531b946cd1c391de0556778ca8b6e,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/mail/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/manhattan/CLAUDE.md,worktree,47,268,7c5e3cc53f91557979b1c5b56654ceb5679b36deb396cb6d0fde55a09ed5297b,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/manhattan/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/market/CLAUDE.md,worktree,79,670,d4c83a05c7dc98579b30ddbf7c210e27d1120180b2bfb4352b44b87c742eb0a5,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/market/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/meds/CLAUDE.md,worktree,112,859,6788c54491cfcc34763a615efef874297ffcf7a9e10a0fdfd625adc9f7e84afc,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/meds/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/mood/CLAUDE.md,worktree,86,917,a7e1183995f85ba67d38cf009c9dc80a51aa92104ca237021d0074880cedb528,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/mood/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/mynews/CLAUDE.md,worktree,93,2776,0455d5b2f016cee2c820d54faf71c1402944209f518a6659b9bee8c6c2d4cbce,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/mynews/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/notes/CLAUDE.md,worktree,107,1372,7abfee16a35a193ee1443b9f9b9d39dde5bf1863093e944e47ed65d6bf66d86d,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/notes/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/nutrition/CLAUDE.md,worktree,44,238,4d984bc5ff4ed7066d67559fefc6654eaf87a6aaa23f8596898c1e8983970bf6,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/nutrition/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/payments/CLAUDE.md,worktree,43,215,c7338e4018af25ad91aa1d3a0d261e5e5a0b958959767dc99b31b50ce588a472,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/payments/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/pets/CLAUDE.md,worktree,52,571,e9acba1ee64ef538f7029f0c9bb5a390887e9ba03edd450496b7b907d0415c8e,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/pets/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/presence/CLAUDE.md,worktree,40,197,f165db24a6526d8645e1bff8d36f184b294ad7193eb9e2743e0cbca78ae5fabd,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/presence/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/rsvp/CLAUDE.md,worktree,79,630,9b07c13c84d5ea21c9163e1bc3909e05070b76c67007a6d66846069c615e8514,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/rsvp/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
MyLife/.claude/worktrees/meerkat-community-servers/modules/shop/CLAUDE.md,worktree,49,298,0f6c6289edc6969ced22ebf6915d4f641faa121a6404a752a1938d72dcb81bcf,6,Reconcile through owning branch; no bulk rewrite,MyLife/modules/shop/CLAUDE.md,Preserve branch-specific changes. Older MyLife rules include scope/architecture/readiness drift; one Meerkat branch adds glossary and orphan-process requirements.
